Quote on 6/15/19 12:02:59

0 - Optionable
Symbol,Volume,Open.Int,Impl Vol,Theo Price,Last Size,Last,%Change,Bid,Ask,Size,Open,High,Low,Delta,Gamma,Vega,Theta,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,ROR,ROC,% Out Of The Money,Mark % of underlying value,Mark %Change,Yield,Front Expected Move,Front Vol,Back Expected Move,Back Vol,Expected Move Diff,Market Maker Move,Weighted Back Vol,Call Sizzle Index,P/C Ratio,Put Sizzle Index,Vol Index,Vol Diff,Sizzle Index,HTB/ETB,Description,Sector,Industry,Shares,Sub-Industry
PFE,"12,521,887",0,17.37%,42.76,"1,740,215",42.76,+0.61%,42.58,42.85,1 x 4,42.52,42.87,42.48,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,3.37%,±0.816,17.41%,±1.204,18.09%,±0.885,<empty>,18.74%,1.167,0.099,0.208,17.37%,-0.68%,0.824,,PFIZER INC COM,Health Care,Pharmaceuticals,"5,559,929,200",Pharmaceuticals
TME,"12,331,867",0,42.85%,13.90,"2,020,867",13.90,-2.46%,13.71,13.90,3 x 12,13.94,14.18,13.72,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,<empty>,±0.697,45.71%,±1.489,43.16%,±1.312,±0.256,42.51%,0.134,1.289,0.309,42.85%,2.55%,0.197,,TENCENT MUSIC ENTERTAINMENT GR ADR,Communication Services,Entertainment,"1,632,993,200",Movies & Entertainment
QCOM,"12,119,481",0,34.55%,68.72,"1,679,763",68.72,-1.73%,68.50,68.88,1 x 1,68.35,69.12,67.90,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,3.61%,±2.577,34.19%,±3.952,36.89%,±2.992,<empty>,39.37%,0.709,0.29,0.524,34.55%,-2.70%,0.657,,QUALCOMM INC COM,Information Technology,Semiconductors & Semiconductor Equipment,"1,215,698,930",Semiconductors
KGC,"11,956,550",0,45.73%,3.54,"230,624",3.54,-0.84%,3.42,3.70,5 x 2,3.61,3.70,3.49,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,<empty>,±0.168,43.25%,±0.229,41.56%,±0.156,±0.065,39.83%,0.819,0.214,2.05,45.73%,1.69%,0.916,,KINROSS GOLD CORP COM,Materials,Metals & Mining,"1,252,300,000",Gold
KHC,"11,839,699",0,31.22%,30.31,"452,000",30.31,-0.33%,30.30,30.38,8 x 1,30.49,30.53,29.98,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,5.28%,±0.984,29.60%,±1.382,29.26%,±0.969,±0.209,28.92%,0.651,0.695,0.679,31.22%,0.34%,0.662,,KRAFT HEINZ CO COM,Consumer Staples,Food Products,"1,219,938,800",Packaged Foods & Meats
VZ,"11,826,643",0,20.10%,58.29,"1,934,790",58.28,+1.15%,58.29,58.38,10 x 3,57.68,58.56,57.52,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,+0.02%,4.14%,±1.25,19.56%,±1.759,19.38%,±1.237,±0.238,19.20%,0.973,0.243,0.584,20.10%,0.18%,0.861,,VERIZON COMMUNICATIONS COM,Communication Services,Diversified Telecommunication Services,"4,135,706,600",Integrated Telecommunication Services
SLB,"11,571,863",0,37.45%,35.93,"747,406",35.93,-2.34%,35.75,36.10,10 x 10,36.67,36.70,35.64,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,5.57%,±1.396,35.42%,±1.901,33.94%,±1.288,±0.562,32.42%,0.53,2.319,1.239,37.45%,1.48%,0.883,,SCHLUMBERGER LIMITED COM,Energy,Energy Equipment & Services,"1,385,122,300",Oil & Gas Equipment & Services
PBR,"11,567,116",0,39.56%,15.40,"125,162",15.40,-0.45%,15.16,15.49,20 x 1,15.38,15.49,15.25,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,1.32%,±0.655,38.78%,±0.918,38.23%,±0.642,±0.155,37.68%,0.264,1.134,0.446,39.56%,0.55%,0.337,,PETROLEO BRASILEIRO SA ADR SPONSORED,Energy,"Oil, Gas & Consumable Fuels","6,522,248,500",Integrated Oil & Gas
OAS,"11,522,641",0,77.50%,4.66,"576,821",4.66,-4.31%,4.61,4.70,20 x 3,4.85,4.97,4.58,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,<empty>,±0.338,66.03%,±0.878,75.03%,±0.806,<empty>,77.08%,0.742,0.102,0.271,77.50%,-9.00%,0.64,,OASIS PETROLEUM INC COM,Energy,"Oil, Gas & Consumable Fuels","322,031,550",Oil & Gas Exploration & Production
CY,"11,400,299",0,16.79%,22.06,"432,734",22.06,-0.41%,22.02,22.10,2 x 2,22.10,22.15,22.03,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,1.99%,±0.161,6.64%,±1.358,24.91%,±1.349,<empty>,27.61%,0.553,7.06,3.45,16.79%,-18.27%,2.09,,CYPRESS SEMICONDUCTOR CORP COM,Information Technology,Semiconductors & Semiconductor Equipment,"365,933,850",Semiconductors
BBD,"11,386,563",0,42.87%,9.18,"252,892",9.18,-2.24%,7.91,9.44,9 x 350,9.23,9.31,9.085,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,0.61%,±0.517,51.30%,-inf,--,+inf,±0.326,++,1.921,0.72,0.731,42.87%,++,1.142,,BANCO BRADESCO SA ADR SPONSORED,,,"8,032,297,200",
TSM,"11,281,546",0,31.51%,37.87,"439,769",37.84,-4.08%,37.87,38.15,1 x 2,38.63,38.70,37.83,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,+0.08%,3.37%,±1.247,30.06%,±2.891,30.88%,±2.605,<empty>,31.08%,1.662,1.171,2.628,31.51%,-0.82%,2.073,,TAIWAN SEMICONDUCTOR MANUFACTU ADR SPONSORED,Information Technology,Semiconductors & Semiconductor Equipment,"5,186,076,000",Semiconductors
DIS,"11,125,201",0,23.13%,141.65,"587,390",141.65,-0.06%,141.58,141.80,5 x 9,142.05,142.95,140.53,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,1.24%,±3.846,24.76%,±5.277,23.92%,±3.611,±1.398,23.06%,1.505,0.256,1.576,23.13%,0.84%,1.519,,WALT DISNEY COMPANY (THE) COM,Communication Services,Entertainment,"1,799,698,900",Movies & Entertainment
CLDR,"11,018,035",0,51.79%,5.29,"219,076",5.29,-1.31%,5.28,5.29,20 x 24,5.34,5.36,5.06,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,<empty>,±0.364,62.67%,±0.5,60.45%,±0.341,±0.135,58.18%,2.322,0.105,0.049,51.79%,2.22%,0.431,,CLOUDERA INC COM,Information Technology,Software,"274,207,490",Application Software
HAL,"10,687,859",0,44.44%,21.38,"723,034",21.38,-1.29%,21.34,21.48,1 x 4,21.60,21.7117,21.16,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,3.37%,±0.967,41.22%,±1.415,42.42%,±1.03,<empty>,43.57%,0.44,1.653,0.267,44.44%,-1.20%,0.313,,HALLIBURTON CO COM,Energy,Energy Equipment & Services,"873,978,490",Oil & Gas Equipment & Services
NLY,"10,518,742",0,12.91%,9.12,"594,658",9.12,+0.33%,9.12,9.17,5 x 2,9.08,9.195,9.07,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,10.96%,±0.155,15.51%,±0.344,24.24%,±0.307,<empty>,30.48%,1.161,0.642,0.809,12.91%,-8.73%,0.992,,ANNALY CAPITAL MANAGEMENT INC COM,Financials,Mortgage Real Estate Investment Trusts (REITs),"1,456,197,100",Mortgage REITs
BRFS,"10,421,811",0,43.29%,7.41,"30,578",7.41,+0.95%,7.23,7.50,2 x 2,7.34,7.42,7.30,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,0.92%,±0.36,44.31%,±0.799,43.44%,±0.711,±0.079,43.22%,1.413,0.02,0.046,43.29%,0.87%,1.376,,BRF SA ADR SPONSORED,Consumer Staples,Food Products,"811,428,890",Packaged Foods & Meats
BMY,"10,186,005",0,23.60%,47.56,"1,046,812",47.56,+0.49%,47.55,47.85,5 x 1,47.33,48.03,47.20,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,3.45%,±1.132,21.71%,±1.657,22.37%,±1.209,<empty>,23.00%,0.882,0.717,1.094,23.60%,-0.66%,0.96,,BRISTOL-MYERS SQUIBB CO COM,Health Care,Pharmaceuticals,"1,635,724,600",Pharmaceuticals
XOG,"10,154,655",0,100.69%,3.43,"2,617,114",3.43,-6.79%,3.33,3.60,1 x 50,3.66,3.70,3.40,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,<empty>,±0.424,111.96%,±0.927,105.72%,±0.812,±0.155,104.13%,2.755,0.099,0.682,100.69%,6.24%,2.492,,EXTRACTION OIL & GAS INC COM,Energy,"Oil, Gas & Consumable Fuels","162,849,210",Oil & Gas Exploration & Production
AVGO,"10,079,720",0,32.49%,265.93,"382,657",265.93,-5.57%,265.22,266.00,1 x 3,258.11,268.09,257.47,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,3.99%,±9.885,33.89%,±14.192,34.24%,±10.169,<empty>,34.58%,1.106,1.255,1.702,32.49%,-0.35%,1.374,,BROADCOM INC COM,Information Technology,Semiconductors & Semiconductor Equipment,"395,845,660",Semiconductors
DNR,"10,018,930",0,107.51%,1.21,"389,443",1.21,-3.97%,1.20,1.23,12 x 40,1.25,1.28,1.17,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,20.66%,±0.163,121.95%,±0.331,107.05%,±0.283,±0.087,103.06%,0.071,0.768,0.303,107.51%,14.90%,0.106,,DENBURY RES INC DEL COM,Energy,"Oil, Gas & Consumable Fuels","461,224,640",Oil & Gas Exploration & Production
NVDA,"9,860,656",0,39.36%,144.10,"350,609",144.64,-2.44%,143.85,144.10,10 x 1,144.51,145.49,142.836,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,-0.37%,0.44%,±6.589,41.52%,±9.542,42.29%,±6.886,<empty>,43.03%,0.836,1.393,1.082,39.36%,-0.77%,0.964,,NVIDIA CORP COM,Information Technology,Semiconductors & Semiconductor Equipment,"609,000,000",Semiconductors
CTL,"9,681,523",0,40.50%,11.09,"569,942",11.10,-0.45%,10.97,11.09,1 x 40,11.16,11.20,10.97,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,-0.09%,9.01%,±0.522,42.87%,±0.742,42.84%,±0.526,±0.027,42.81%,0.638,0.291,0.436,40.50%,0.03%,0.578,,CENTURYLINK INC COM,Communication Services,Diversified Telecommunication Services,"1,090,313,410",Alternative Carriers
AUY,"9,578,994",0,63.26%,2.05,"313,485",2.04,-0.97%,2.05,2.08,8 x 28,2.10,2.125,2.03,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,+0.49%,0.98%,±0.212,94.30%,±0.159,49.96%,<empty>,±0.254,<empty>,1.271,0.119,0.611,63.26%,44.34%,1.14,,YAMANA GOLD INC COM,Materials,Metals & Mining,"950,265,320",Gold
NEM,"9,563,532",0,24.42%,35.93,"563,270",35.93,+1.07%,35.93,36.12,10 x 4,35.76,36.24,35.69,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,1.56%,±1.019,25.87%,±0.988,25.07%,<empty>,<empty>,<empty>,1.452,0.292,0.731,24.42%,0.80%,1.187,,NEWMONT GOLDCORP CORPORATION COM,Materials,Metals & Mining,"819,633,500",Gold
ACB,"9,504,081",0,49.36%,7.56,"54,093",7.56,-0.13%,7.54,7.58,10 x 2,7.53,7.71,7.36,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,<empty>,±0.414,49.83%,±0.552,46.80%,±0.365,±0.2,43.61%,1.635,0.089,0.663,49.36%,3.03%,1.459,,AURORA CANNABIS INC COM,Health Care,Pharmaceuticals,"1,012,591,250",Pharmaceuticals
PTEN,"9,490,767",0,51.95%,11.09,"504,892",11.09,+0.54%,9.60,11.11,1 x 45,11.00,11.44,10.74,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,1.44%,±0.675,55.46%,±1.44,52.20%,±1.267,±0.254,51.37%,0.345,0.005,0.114,51.95%,3.26%,0.345,,PATTERSON UTI ENERGY INC COM,Energy,Energy Equipment & Services,"208,542,990",Oil & Gas Drilling
M,"9,284,330",0,33.62%,21.56,"1,134,753",21.56,-0.96%,21.42,21.57,1 x 9,21.75,21.75,21.07,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,7.00%,±0.858,36.27%,±1.211,36.03%,±0.853,±0.139,35.79%,0.372,1.903,1.456,33.62%,0.24%,0.726,,MACY'S INC COM,Consumer Discretionary,Multiline Retail,"308,871,510",Department Stores
SBUX,"9,226,463",0,21.03%,84.24,"955,133",84.24,+1.07%,84.10,84.31,5 x 3,83.54,84.61,83.39,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,1.71%,±2.092,22.65%,±2.782,21.21%,±1.833,±1.034,19.69%,1.01,2.716,1.337,21.03%,1.44%,1.23,,STARBUCKS CORP COM,Consumer Discretionary,"Hotels, Restaurants & Leisure","1,211,200,000",Restaurants
JD,"9,140,221",0,43.03%,27.05,"1,053,099",27.05,-1.78%,27.01,27.05,1 x 2,27.11,27.12,26.64,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,<empty>,±1.36,45.81%,±1.85,43.84%,±1.251,±0.555,41.81%,0.496,0.544,0.641,43.03%,1.97%,0.539,,JD.COM INC ADR,Consumer Discretionary,Internet & Direct Marketing Retail,"1,447,524,000",Internet & Direct Marketing Retail
AR,"9,099,516",0,103.02%,5.70,"512,421",5.70,-3.06%,5.70,6.44,5 x 11,5.85,5.97,5.63,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,21.05%,±0.468,74.68%,±1.419,97.86%,±1.33,<empty>,102.76%,1.28,0.028,0.43,103.02%,-23.18%,1.216,,ANTERO RESOURCES CORPORATION COM,Energy,"Oil, Gas & Consumable Fuels","309,123,060",Oil & Gas Exploration & Production
JPM,"9,077,685",0,24.90%,109.82,"1,298,774",109.82,+0.26%,109.72,110.47,4 x 1,109.57,110.3027,108.63,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,2.91%,±2.428,20.17%,±3.745,21.90%,±2.85,<empty>,23.48%,0.819,1.091,0.691,24.90%,-1.73%,0.747,,JPMORGAN CHASE & CO. COM,Financials,Banks,"3,243,973,000",Diversified Banks
RRC,"9,075,641",0,63.14%,6.53,"313,265",6.53,-3.12%,6.49,6.88,10 x 1,6.69,6.79,6.51,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,1.23%,±0.431,60.03%,±0.637,62.41%,±0.468,<empty>,64.67%,1.452,0.424,0.78,63.14%,-2.38%,1.155,,RANGE RESOURCES CORP COM,Energy,"Oil, Gas & Consumable Fuels","251,148,010",Oil & Gas Exploration & Production
WPX,"9,054,045",0,50.36%,10.37,"274,565",10.37,-3.71%,10.27,10.44,3 x 11,10.76,10.87,10.31,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,<empty>,±0.69,60.60%,±1.321,51.23%,±1.122,±0.411,48.65%,0.186,0.741,0.136,50.36%,9.37%,0.161,,WPX ENERGY INC COM,Energy,"Oil, Gas & Consumable Fuels","422,267,050",Oil & Gas Exploration & Production
MRO,"9,028,002",0,41.19%,12.97,"755,828",12.98,-2.26%,12.95,12.97,6 x 8,13.23,13.32,12.90,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,-0.08%,1.54%,±0.556,39.02%,±0.83,41.01%,±0.616,<empty>,42.88%,0.961,0.221,0.443,41.19%,-1.99%,0.793,,MARATHON OIL CORPORATION COM,Energy,"Oil, Gas & Consumable Fuels","817,916,150",Oil & Gas Exploration & Production
APC,"9,005,475",0,22.20%,69.85,"1,633,211",69.83,-0.34%,69.85,69.99,1 x 3,70.14,70.29,69.79,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,+0.03%,1.72%,±0.716,9.35%,±1.023,9.41%,±0.731,<empty>,9.47%,0.031,10.98,0.576,22.20%,-0.06%,0.234,,ANADARKO PETROLEUM CORP COM,Energy,"Oil, Gas & Consumable Fuels","502,118,790",Oil & Gas Exploration & Production
C,"8,902,164",0,29.63%,67.48,"1,103,629",67.48,+0.60%,67.36,67.59,5 x 20,67.15,67.725,66.50,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,2.67%,±1.929,26.07%,±2.99,28.44%,±2.282,<empty>,30.59%,0.64,1.576,0.779,29.63%,-2.37%,0.719,,CITIGROUP INC COM,Financials,Banks,"2,312,467,700",Diversified Banks
CPE,"8,705,668",0,67.69%,6.01,"270,487",6.01,-2.91%,5.91,6.37,1 x 10,6.20,6.27,5.92,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,<empty>,±0.427,64.59%,±0.999,66.47%,±0.899,<empty>,66.92%,0.002,11.5,0.627,67.69%,-1.88%,0.022,,CALLON PETROLEUM CO COM,Energy,"Oil, Gas & Consumable Fuels","227,912,690",Oil & Gas Exploration & Production
KO,"8,694,261",0,14.48%,51.31,"2,432,753",51.31,+0.35%,51.20,51.49,10 x 25,51.05,51.53,51.05,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,3.12%,±0.912,16.21%,±1.246,15.60%,±0.849,±0.349,14.98%,0.08,1.108,0.759,14.48%,0.61%,0.151,,COCA-COLA CO COM,Consumer Staples,Beverages,"4,266,115,100",Soft Drinks
GFI,"8,690,450",0,52.77%,5.27,"300,018",5.27,+0.76%,4.83,5.28,5 x 5,5.27,5.35,5.19,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,0.54%,±0.272,47.05%,±0.684,52.13%,±0.625,<empty>,53.31%,0.739,0.602,2.303,52.77%,-5.08%,0.992,,GOLD FIELDS LTD ADR SPONSORED,Materials,Metals & Mining,"828,637,710",Gold
ESV,"8,658,505",0,84.94%,6.61,"181,041",6.62,-9.93%,6.57,6.61,5 x 1,7.34,7.44,6.61,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,-0.15%,2.42%,±0.663,90.88%,±0.687,94.15%,±0.179,±0.359,++,3.37,0.259,0.19,84.94%,-3.27%,0.757,,ENSCO ROWAN PLC COM CL A,Energy,Energy Equipment & Services,"197,536,250",Oil & Gas Drilling
RF,"8,641,145",0,29.76%,14.59,"841,168",14.59,+0.69%,14.48,14.90,37 x 20,14.51,14.64,14.28,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,3.84%,±0.56,34.99%,±1.091,30.23%,±0.935,±0.315,28.94%,0.502,0.131,0.042,29.76%,4.76%,0.222,,REGIONS FINANCIAL CORP COM,Financials,Banks,"1,013,224,920",Regional Banks
X,"8,590,246",0,54.35%,13.78,"300,666",13.78,-3.43%,13.72,13.80,94 x 2,14.19,14.19,13.665,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,1.45%,±0.892,58.96%,±1.262,58.58%,±0.888,±0.142,58.20%,0.648,0.703,0.472,54.35%,0.38%,0.562,,UNITED STATES STEEL CORP COM,Materials,Metals & Mining,"172,391,640",Steel
XOM,"8,575,907",0,19.50%,74.35,"1,742,735",74.35,-0.44%,74.31,74.40,4 x 5,74.68,74.81,74.23,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,4.68%,±1.539,18.88%,±2.209,19.08%,±1.584,<empty>,19.27%,0.81,0.782,0.67,19.50%,-0.20%,0.742,,EXXON MOBIL CORPORATION COM,Energy,"Oil, Gas & Consumable Fuels","4,233,105,000",Integrated Oil & Gas
ON,"8,569,416",0,41.26%,19.05,"183,710",19.05,-5.41%,18.75,19.09,200 x 2,19.54,19.54,18.875,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,<empty>,±0.909,43.50%,±1.985,42.00%,±1.76,±0.264,41.62%,1.127,0.137,1.777,41.26%,1.50%,1.179,,ON SEMICONDUCTOR CORP COM,Information Technology,Semiconductors & Semiconductor Equipment,"412,413,750",Semiconductors
INSY,"8,410,627",0,<empty>,.3400,"19,890",.3400,-15.00%,.3202,.3400,20 x 19,.4000,.4299,.3150,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,0.00%,±0.329,664.22%,±0.546,391.02%,±0.266,±0.281,286.32%,0.177,0.251,0.155,<empty>,273.20%,0.172,,INSYS THERAPEUTICS INC COM,Health Care,Biotechnology,"74,569,163",Biotechnology
MAT,"8,307,368",0,41.90%,11.85,"157,210",11.85,+1.02%,11.71,11.85,5 x 1,11.60,11.86,11.39,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,5.06%,±0.63,48.41%,±0.887,47.94%,±0.622,±0.123,47.47%,0.501,2.676,1.157,41.90%,0.47%,0.853,,MATTEL INC COM,Consumer Discretionary,Leisure Products,"345,425,040",Leisure Products
NTNX,"8,245,906",0,53.85%,25.41,"145,796",25.41,-7.77%,25.31,25.55,4 x 10,27.10,27.11,24.75,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,<empty>,±1.765,63.21%,±1.722,43.43%,<empty>,±1.806,<empty>,2.686,0.398,1.698,53.85%,19.78%,2.304,,NUTANIX INC COM CL A,Information Technology,Software,"185,958,550",Application Software
VIPS,"8,103,676",0,51.50%,7.69,"920,825",7.69,-1.41%,7.35,7.72,15 x 100,7.69,7.78,7.66,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,<empty>,±0.446,52.88%,±0.639,53.20%,±0.456,<empty>,53.51%,1.362,0.603,2.05,51.50%,-0.32%,1.559,,VIPSHOP HLDGS LTD ADR,Consumer Discretionary,Internet & Direct Marketing Retail,"665,506,530",Internet & Direct Marketing Retail
KEY,"7,999,740",0,29.46%,17.15,"1,308,769",17.15,+0.47%,16.50,17.28,20 x 1,17.06,17.16,16.77,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,3.97%,±0.56,29.77%,±0.748,27.99%,±0.495,±0.268,26.12%,0.45,0.894,0.76,29.46%,1.78%,0.557,,KEYCORP COM,Financials,Banks,"1,008,288,520",Regional Banks
UBER,"7,902,223",0,39.13%,43.23,"89,838",43.23,-2.44%,43.13,43.25,5 x 2,44.75,44.80,43.11,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,<empty>,±1.926,40.61%,±2.765,41.01%,±1.98,<empty>,41.40%,0.739,0.69,1.108,39.13%,-0.40%,0.855,,UBER TECHNOLOGIES INC COM,Industrials,Road & Rail,"1,695,552,700",Trucking
KR,"7,835,608",0,46.18%,24.26,"1,247,653",24.26,-1.46%,24.16,24.40,2 x 5,24.66,24.94,24.18,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,2.31%,±2.331,87.23%,±2.43,64.03%,±0.682,±2.228,25.43%,1.111,6.536,2.151,46.18%,23.20%,1.913,,KROGER CO COM,Consumer Staples,Food & Staples Retailing,"806,682,210",Food Retail
TWTR,"7,791,057",0,35.61%,36.15,"499,597",36.15,-0.52%,36.05,36.30,23 x 22,36.36,36.49,36.04,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,<empty>,±1.545,38.96%,±2.103,37.31%,±1.424,±0.626,35.61%,0.718,0.715,1.002,35.61%,1.65%,0.814,,TWITTER INC COM,Communication Services,Interactive Media & Services,"768,631,300",Interactive Media & Services
OXY,"7,779,625",0,30.93%,49.31,"1,426,995",49.31,-0.84%,49.21,49.44,3 x 4,49.76,49.83,49.20,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,6.33%,±1.594,29.47%,±2.289,29.79%,±1.641,<empty>,30.10%,0.433,1.039,0.891,30.93%,-0.32%,0.587,,OCCIDENTAL PETROLEUM CORP COM,Energy,"Oil, Gas & Consumable Fuels","748,188,350",Integrated Oil & Gas
AMAT,"7,695,082",0,36.33%,41.23,"447,888",41.23,-1.01%,41.20,41.32,1 x 6,40.96,41.49,40.56,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,2.04%,±1.633,36.11%,±2.426,37.74%,±1.791,<empty>,39.28%,0.553,1.065,0.682,36.33%,-1.63%,0.613,,APPLIED MATERIALS INC COM,Information Technology,Semiconductors & Semiconductor Equipment,"936,104,930",Semiconductor Equipment
